====================================================================================================
QR-Pivot 感測點座標與數值表格
====================================================================================================

 Index  Global_ID            x            y            z            u            v            w          |U|
    28     223837     5.362797     1.141282     0.000000    -0.182548     2.325069     0.000000     2.332224
    29     182872     4.381049     1.079922     0.000000    -0.334796     1.508464     0.000000     1.545171
    30     130731     3.129321     2.098486     0.000000     3.288416    -0.462884     0.000000     3.320834
    31     227545     5.448700     2.662991     0.000000     4.357721     2.406891     0.000000     4.978239
    32     147304     3.522020     4.417865     0.000000    -0.988157    -0.960815     0.000000     1.378266
    33      73408     1.754874     2.356194     0.000000     3.417101    -2.334696     0.000000     4.138524
    34      31625     0.748583     4.822836     0.000000    -2.158693    -1.879857     0.000000     2.862485
    35      31233     0.748583     0.012272     0.000000    -3.925647    -1.239328     0.000000     4.116630
    36      66028     1.570796     6.037748     0.000000    -3.775610    -2.266039     0.000000     4.403427
    37       3243     0.073631     2.098486     0.000000     3.989267     0.821886     0.000000     4.073052
    38     146518     3.509748     1.055379     0.000000    -0.601338     0.780904     0.000000     0.985606
    39     131038     3.129321     5.865943     0.000000    -3.750448    -0.160998     0.000000     3.753902
    40     106013     2.540272     0.355884     0.000000    -2.668157    -1.412287     0.000000     3.018877
    41     109496     2.613903     5.399612     0.000000    -3.402198    -0.883130     0.000000     3.514950
    42     157396     3.767457     2.601631     0.000000     3.872889     0.430394     0.000000     3.896730
    43      97890     2.343923     1.202641     0.000000     0.106290    -2.000825     0.000000     2.003646
    44      36805     0.871301     5.559146     0.000000    -3.602731    -1.520328     0.000000     3.910379
    45      31297     0.748583     0.797670     0.000000    -2.225655    -1.191064     0.000000     2.524316
    46     187174     4.479224     3.607923     0.000000     3.439218     2.431959     0.000000     4.212202
    47      10577     0.245437     4.135612     0.000000     0.032150    -0.088608     0.000000     0.094260
    48     181398     4.344234     1.840777     0.000000     2.795356     1.444116     0.000000     3.146345
    49      95714     2.282563     5.915030     0.000000    -4.504723    -2.062220     0.000000     4.954319
    50     219497     5.252350     4.430137     0.000000    -0.953794     2.203466     0.000000     2.401038
    51      65390     1.558524     4.491496     0.000000    -0.471771    -2.218098     0.000000     2.267714
    52      71794     1.718058     1.398990     0.000000     0.920215    -3.203279     0.000000     3.332835
    53     157653     3.767457     5.755496     0.000000    -3.381954     1.006613     0.000000     3.528581
    54     100727     2.405282     4.601942     0.000000    -0.914780    -1.432672     0.000000     1.699815
    55      66816     1.595340     3.141593     0.000000     4.526460    -2.224389     0.000000     5.043485
    56     205014     4.908739     2.626175     0.000000     4.208998     2.191383     0.000000     4.745295
    57      11490     0.269981     2.773437     0.000000     4.233601     0.159162     0.000000     4.236592
    58     186910     4.479224     0.368155     0.000000    -3.344654     2.048172     0.000000     3.921954
    59     229419     5.497787     0.527689     0.000000    -2.384231     2.005933     0.000000     3.115819
    60     149303     3.571107     3.816544     0.000000     4.221811    -0.703615     0.000000     4.280043
    61     122999     2.945243     1.460350     0.000000     1.067748    -0.265140     0.000000     1.100176
    62     248651     5.951845     4.061981     0.000000     0.656565     0.992600     0.000000     1.190097
    63     102110     2.442097     2.724350     0.000000     4.182929    -1.849863     0.000000     4.573717
    64     192892     4.614214     4.663302     0.000000    -2.809813     3.479968     0.000000     4.472720
    65      41294     0.981748     4.098797     0.000000     0.821766    -2.009224     0.000000     2.170779
    66     215523     5.154175     5.927302     0.000000    -3.789480     2.108602     0.000000     4.336630
    67      55204     1.313088     5.154175     0.000000    -3.768643    -2.860311     0.000000     4.731179
    68     106142     2.540272     1.938952     0.000000     2.157881    -1.318947     0.000000     2.529045
    69     252325     6.037748     5.166447     0.000000    -2.418512     0.774117     0.000000     2.539382
    70     150428     3.595651     5.056001     0.000000    -4.930902     0.670443     0.000000     4.976273
    71      40194     0.957204     3.166136     0.000000     4.287661    -1.611154     0.000000     4.580377
    72     121920     2.920699     0.785398     0.000000    -1.670421    -0.555278     0.000000     1.760295
    73     230658     5.522331     3.166136     0.000000     3.383522     2.112638     0.000000     3.988917
    74     191310     4.577399     4.098797     0.000000     0.654466     3.731117     0.000000     3.788081
    75      83781     2.000311     3.988350     0.000000     1.466426    -1.799775     0.000000     2.321550
    76     261205     6.258642     1.043107     0.000000    -1.175961     1.112151     0.000000     1.618568
    77     256252     6.135923     3.092505     0.000000     3.737226     1.152800     0.000000     3.910985
    78     197232     4.724661     1.374447     0.000000     0.775337     1.830222     0.000000     1.987677
    79     121734     2.908428     4.786020     0.000000    -2.429365    -1.729006     0.000000     2.981824
    80      77850     1.865321     0.319068     0.000000    -3.174505    -2.495585     0.000000     4.037998
    81     186347     4.454680     6.025477     0.000000    -3.524152     1.912715     0.000000     4.009753
    82      10687     0.245437     5.485515     0.000000    -3.277619     0.038413     0.000000     3.277844
    83      48226     1.153554     1.202641     0.000000    -0.230850    -2.403523     0.000000     2.414584
    84      70295     1.681243     1.853049     0.000000     2.703515    -2.961082     0.000000     4.009613
    85       5624     0.122718     6.185011     0.000000    -3.887355     0.200421     0.000000     3.892518
    86     163575     3.914719     3.031146     0.000000     3.737194     0.557370     0.000000     3.778528
    87     222503     5.325981     3.620195     0.000000     2.106249     2.179986     0.000000     3.031274
    88     157748     3.779729     0.638136     0.000000    -2.504889     1.221310     0.000000     2.786766
    89     237060     5.681865     0.049087     0.000000    -3.562063     1.554729     0.000000     3.886576
    90     167804     4.012894     4.663302     0.000000    -3.948274     2.672199     0.000000     4.767548
    91      19543     0.466330     1.067651     0.000000    -1.220062    -0.475248     0.000000     1.309355
    92     186554     4.466952     2.282563     0.000000     4.319913     1.714430     0.000000     4.647679
    93      53430     1.276272     2.233476     0.000000     3.828172    -2.267785     0.000000     4.449467
    94     195515     4.675573     5.436428     0.000000    -3.161186     2.140410     0.000000     3.817650
    95      87615     2.098486     0.773126     0.000000    -1.814839    -2.470701     0.000000     3.065617
    96      14485     0.343612     1.828505     0.000000     3.254746    -0.006647     0.000000     3.254753
    97     127509     3.055690     0.257709     0.000000    -3.175874    -0.506324     0.000000     3.215982
    98     104774     2.503457     4.000622     0.000000     1.200222    -1.207797     0.000000     1.702735
    99      37671     0.895845     3.620195     0.000000     2.969143    -1.593733     0.000000     3.369836

====================================================================================================

統計摘要:
  總感測點數量: 100
  x 範圍: [0.073631, 6.258642]
  y 範圍: [0.012272, 6.185011]
  z 範圍: [0.000000, 0.000000]

  速度大小範圍: [0.094260, 5.043485]
  平均速度大小: 3.366553
